age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
42, Private,67243, 1st-4th,2, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, Portugal
45, Private,370261, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
70, Private,573446, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1455,0,40, United-States
27, Local-gov,189775, 12th,8, Never-married, Other-service, Own-child, Black, Female,0,0,44, United-States
36, Private,312206, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
23, Private,86939, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
25, Private,221757, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States
45, Self-emp-not-inc,213140, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,45, United-States
24, Private,308673, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States
90, Private,149069, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1825,50, United-States
50, Private,69345, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,44, United-States
37, Private,112158, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,99, United-States
31, Private,386299, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
17, Private,61838, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
26, Private,290286, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,38, United-States
41, Private,143069, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
50, Self-emp-inc,145714, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
45, Self-emp-not-inc,285570, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States
54, Self-emp-not-inc,399705, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
54, Private,186224, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
38, Private,172918, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
22, Private,198270, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,38, United-States
43, Private,307767, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
19, ?,208630, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,30, United-States
30, Private,169002, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
31, ?,186369, 9th,5, Divorced, ?, Unmarried, White, Female,0,0,40, United-States
42, Private,99203, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States
48, Private,197836, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
56, Private,140136, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, United-States
21, Local-gov,402230, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,36, United-States
45, Private,167159, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
37, Private,116409, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
38, Local-gov,105161, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States
34, Private,263908, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
29, Private,189565, HS-grad,9, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States
24, Private,224059, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
79, ?,27457, Masters,14, Never-married, ?, Not-in-family, White, Female,0,0,23, United-States
35, Private,240988, Assoc-acdm,12, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,55, United-States
39, Self-emp-not-inc,41017, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States
73, Self-emp-not-inc,214498, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,12, United-States
57, Private,186361, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States
35, Self-emp-inc,165799, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
60, Private,266983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States
19, ?,165416, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,40, United-States
54, Private,226497, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
53, Self-emp-not-inc,99516, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23, Private,177287, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States
57, Self-emp-not-inc,27385, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
27, Self-emp-not-inc,147452, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,48, United-States
25, Private,144334, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States
38, Private,217926, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
48, Private,153312, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States
24, Private,126822, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States
67, Self-emp-inc,51415, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
20, Private,171886, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States
38, Private,216319, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China
54, Private,279337, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
20, Self-emp-not-inc,115085, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
57, Private,453233, 10th,6, Separated, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States
34, Federal-gov,400943, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,44, United-States
34, Private,226883, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,49, United-States
80, Private,138050, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,16, United-States
40, Private,204585, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States
19, Local-gov,220558, 11th,7, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,35, United-States
35, Private,198841, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States
21, Private,67244, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States
59, Local-gov,75785, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
53, Private,85423, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
41, Self-emp-not-inc,134724, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,3103,0,40, United-States
59, Private,109567, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
21, ?,132053, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States
52, Private,157413, 1st-4th,2, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States
48, Private,238567, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico
24, Private,153133, 12th,8, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States
49, Private,186256, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
19, Private,260265, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States
50, Private,131819, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
39, Private,141584, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
25, Private,245121, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States
66, Private,22502, 7th-8th,4, Divorced, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines
30, Private,23778, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,4416,0,40, United-States
49, Private,380922, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States
40, Self-emp-not-inc,173651, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
38, Private,191137, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
25, Private,217006, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
51, State-gov,22211, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,37, United-States
23, Local-gov,57711, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Germany
60, Self-emp-not-inc,123190, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,67, United-States
44, Private,110028, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,27828,0,60, United-States
53, Self-emp-not-inc,174102, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,25236,0,60, United-States
66, Self-emp-not-inc,183249, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States
18, ?,240183, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,45, United-States
44, Local-gov,49665, Assoc-voc,11, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States
38, Private,210438, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States
30, Private,53373, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
36, Private,295706, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,3674,0,42, United-States
38, Local-gov,273457, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
31, Federal-gov,165949, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States
26, Private,142152, 11th,7, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States
23, Private,189203, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States
58, State-gov,179089, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
44, Self-emp-not-inc,53956, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3137,0,40, United-States
59, Self-emp-inc,77816, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States
36, Local-gov,74593, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
42, Private,196158, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,8614,0,52, United-States
17, Private,28544, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States
59, Local-gov,662460, 10th,6, Widowed, Prof-specialty, Unmarried, White, Female,0,0,15, United-States
22, Private,152328, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
40, Private,120277, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
36, Private,180278, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States
19, ?,426589, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,15, United-States
49, Private,111558, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1977,25, United-States
18, ?,243203, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, Puerto-Rico
38, Self-emp-not-inc,195686, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Male,0,0,25, United-States
48, Private,226696, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
53, ?,118058, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
33, Private,172237, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States
34, Self-emp-not-inc,114074, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
41, Federal-gov,171589, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, ?
20, ?,184271, Assoc-acdm,12, Never-married, ?, Own-child, White, Female,594,0,20, United-States
58, Local-gov,218724, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States
52, Private,134190, 10th,6, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States
45, Local-gov,181964, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,47, United-States
37, Private,385330, 7th-8th,4, Separated, Other-service, Unmarried, Black, Male,0,0,40, United-States
48, Private,242406, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic
40, Federal-gov,107584, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
29, Private,127892, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
33, Private,160261, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,10, United-States
51, ?,285200, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,2105,0,24, United-States
48, Private,153254, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,48, United-States
36, Self-emp-not-inc,294672, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
31, Private,145924, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States
41, Self-emp-not-inc,280005, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
29, Federal-gov,66893, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
20, Private,47039, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
53, Federal-gov,36186, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States
37, Private,159383, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
28, Private,192010, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States
27, Private,216479, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
57, ?,274680, Preschool,1, Separated, ?, Not-in-family, White, Male,0,0,40, United-States
23, Private,211345, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Nicaragua
25, Private,203561, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,56, United-States
63, Private,170815, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States
65, Self-emp-not-inc,200565, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,18, United-States
77, Private,89655, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
32, Private,234195, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States
40, Private,98466, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
67, Private,191437, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
35, Private,77792, HS-grad,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, ?
24, Local-gov,134181, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
53, State-gov,195690, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States
37, Self-emp-inc,94869, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Male,4787,0,40, United-States
44, State-gov,267464, Some-college,10, Separated, Tech-support, Own-child, Black, Female,0,0,40, United-States
25, ?,257006, 11th,7, Divorced, ?, Unmarried, White, Female,0,0,40, United-States
17, Private,81010, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
47, Private,54260, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States
62, Federal-gov,171995, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,2829,0,40, United-States
39, Private,245665, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States
18, ?,35855, 11th,7, Never-married, ?, Own-child, White, Male,0,0,30, United-States
32, State-gov,189838, Some-college,10, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States
25, Private,629900, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States
30, Private,84119, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States
47, Private,47343, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
40, Private,103614, 10th,6, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States
38, Private,303092, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
41, State-gov,124520, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
21, Private,220857, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States
32, State-gov,247481, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States
54, Private,283281, 7th-8th,4, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States
31, Private,25610, Preschool,1, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States
42, Private,13769, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States
23, Private,283969, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico
18, Private,185522, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,33, United-States
65, ?,173309, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,401,0,12, United-States
37, Private,144005, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
53, State-gov,205949, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States
50, Private,158948, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,84, United-States
64, Private,240357, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
55, Private,243929, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
63, Private,201700, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States
53, Private,208402, Some-college,10, Divorced, Adm-clerical, Unmarried, Other, Female,4865,0,45, Mexico
18, Private,120599, 11th,7, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States
33, Private,231826, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico
62, Private,499971, 11th,7, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States
56, Private,227972, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,48, Germany
58, State-gov,299680, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,43, United-States
33, Private,231822, 10th,6, Separated, Sales, Unmarried, White, Female,0,0,38, United-States
58, Private,185459, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
44, Private,90582, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
81, Private,184615, 7th-8th,4, Widowed, Machine-op-inspct, Unmarried, White, Female,1264,0,40, United-States
28, Private,173858, HS-grad,9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,35, China
28, Private,132326, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
43, Private,315037, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
51, Private,175122, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
23, Private,239577, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,52, United-States
48, Self-emp-not-inc,96975, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,45, United-States
45, Self-emp-inc,61885, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,48, United-States
48, Private,185870, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States
37, State-gov,142282, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States
34, Private,334744, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States
63, Self-emp-not-inc,201600, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States
38, Private,34378, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
29, Private,180271, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States
33, Private,123833, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
47, Private,213304, 5th-6th,3, Separated, Other-service, Unmarried, White, Female,0,0,40, El-Salvador
30, Private,296538, 9th,5, Divorced, Farming-fishing, Own-child, White, Male,0,0,30, United-States
35, Private,391937, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
54, Self-emp-inc,175339, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,40, United-States
26, Private,60726, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male,6849,0,50, United-States
39, Private,191103, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States
34, State-gov,32174, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States
55, Private,176219, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, India
33, Self-emp-not-inc,294434, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,76, United-States
17, Private,310885, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0,0,36, Mexico
27, Private,171133, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States
53, Private,162951, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,41, United-States
43, Private,223934, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
22, Private,23940, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States
52, Private,88073, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,50, United-States
60, Private,57371, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
55, Self-emp-not-inc,73684, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, United-States
39, Private,107164, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
29, Private,120126, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, United-States
41, Self-emp-not-inc,54611, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States
61, Private,131117, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Puerto-Rico
71, Federal-gov,101676, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
20, Private,403965, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States
33, Private,177083, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada
52, Private,173987, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
40, Private,352080, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
26, ?,102400, HS-grad,9, Married-civ-spouse, ?, Own-child, White, Male,0,0,40, United-States
31, Local-gov,378426, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, Columbia
42, Private,210857, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States
63, Private,165775, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,21, United-States
53, Private,295896, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
34, State-gov,238944, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
48, Private,149640, Some-college,10, Separated, Craft-repair, Unmarried, White, Male,1506,0,40, Honduras
67, ?,106175, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States
49, Private,191320, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States
28, Local-gov,134771, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,55, United-States
51, ?,295538, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
44, Private,120277, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States
27, Private,82393, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
49, Private,146121, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,20, Vietnam
34, Private,162544, 7th-8th,4, Never-married, Priv-house-serv, Own-child, White, Female,0,0,30, United-States
27, Self-emp-not-inc,216178, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States
38, Self-emp-not-inc,248694, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States
24, Private,219140, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
29, Private,360401, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,1719,48, United-States
39, Private,319962, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States
50, Private,115284, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
42, Private,29702, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
63, ?,107085, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,7, United-States
44, State-gov,204361, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
58, Private,218312, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States
25, Private,182332, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States
23, Private,127876, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States
20, Private,316702, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
46, Self-emp-not-inc,292549, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
21, Private,203178, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States
63, Private,180099, 10th,6, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States
38, Private,154541, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States
27, Private,95465, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
41, Private,171839, Masters,14, Married-civ-spouse, Other-service, Wife, White, Female,0,0,50, United-States
43, Private,115562, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States
39, State-gov,42478, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
